can it cut you|MAYBE
are you behind glass displays?|MAYBE
is this behind glass displays?|MAYBE
is that behind glass displays?|MAYBE
is the thing behind glass displays?|MAYBE
behind glass displays|MAYBE
behind glass displays?|MAYBE
do visitors sit on it?|NO
is it part of exhibits?|MAYBE
are you part of exhibits?|MAYBE
is this part of exhibits?|MAYBE
is that part of exhibits?|MAYBE
is the thing part of exhibits?|MAYBE
part of exhibits|MAYBE
part of exhibits?|MAYBE
is it from ancient times?|MAYBE
are you from ancient times?|MAYBE
is this from ancient times?|MAYBE
is that from ancient times?|MAYBE
is the thing from ancient times?|MAYBE
from ancient times|MAYBE
from ancient times?|MAYBE
would tourists photograph it?|MAYBE
is it in storage areas?|MAYBE
are you in storage areas?|MAYBE
is this in storage areas?|MAYBE
is that in storage areas?|MAYBE
is the thing in storage areas?|MAYBE
in storage areas|MAYBE
in storage areas?|MAYBE
does it have a placard?|MAYBE
do you have a placard?|MAYBE
does this have a placard?|MAYBE
does that have a placard?|MAYBE
does the thing have a placard?|MAYBE
have a placard|MAYBE
have a placard?|MAYBE
is it museum staff furniture?|YES
are you museum staff furniture?|YES
is this museum staff furniture?|YES
is that museum staff furniture?|YES
is the thing museum staff furniture?|YES
museum staff furniture|YES
museum staff furniture?|YES
is it alive|NO
are you alive|NO
is this alive|NO
is that alive|NO
is the thing alive|NO
alive|NO
alive?|NO
is it bigger than a person|NO
are you bigger than a person|NO
is this bigger than a person|NO
is that bigger than a person|NO
is the thing bigger than a person|NO
bigger than a person|NO
bigger than a person?|NO
can you hold it|MAYBE
hold it|MAYBE
hold it?|MAYBE
is it found indoors|YES
are you found indoors|YES
is this found indoors|YES
is that found indoors|YES
is the thing found indoors|YES
found indoors|YES
found indoors?|YES
is it made of wood|MAYBE
are you made of wood|MAYBE
is this made of wood|MAYBE
is that made of wood|MAYBE
is the thing made of wood|MAYBE
made of wood|MAYBE
made of wood?|MAYBE
do people use it daily|YES
can it move by itself|NO
can you move by itself|NO
can this move by itself|NO
can that move by itself|NO
can the thing move by itself|NO
move by itself|NO
move by itself?|NO
is it furniture|YES
are you furniture|YES
is this furniture|YES
is that furniture|YES
is the thing furniture|YES
furniture|YES
furniture?|YES
does it have legs|YES
do you have legs|YES
does this have legs|YES
does that have legs|YES
does the thing have legs|YES
have legs|YES
have legs?|YES
do you sit on it|YES
sit on it|YES
sit on it?|YES
does it breathe|NO
do you breathe|NO
does this breathe|NO
does that breathe|NO
does the thing breathe|NO
breathe|NO
breathe?|NO
does it need oxygen|NO
do you need oxygen|NO
does this need oxygen|NO
does that need oxygen|NO
does the thing need oxygen|NO
need oxygen|NO
need oxygen?|NO
can it suffocate|NO
can you suffocate|NO
can this suffocate|NO
can that suffocate|NO
can the thing suffocate|NO
suffocate|NO
suffocate?|NO
does it have lungs|NO
do you have lungs|NO
does this have lungs|NO
does that have lungs|NO
does the thing have lungs|NO
have lungs|NO
have lungs?|NO
is it living|NO
are you living|NO
is this living|NO
is that living|NO
is the thing living|NO
living|NO
living?|NO
does it require air|NO
do you require air|NO
does this require air|NO
does that require air|NO
does the thing require air|NO
require air|NO
require air?|NO
can it drown|NO
can you drown|NO
can this drown|NO
can that drown|NO
can the thing drown|NO
drown|NO
drown?|NO
does it have respiratory system|NO
do you have respiratory system|NO
does this have respiratory system|NO
does that have respiratory system|NO
does the thing have respiratory system|NO
have respiratory system|NO
have respiratory system?|NO
is it organic|MAYBE
are you organic|MAYBE
is this organic|MAYBE
is that organic|MAYBE
is the thing organic|MAYBE
organic|MAYBE
organic?|MAYBE
is it clothing?|NO
are you clothing?|NO
is this clothing?|NO
is that clothing?|NO
is the thing clothing?|NO
clothing|NO
clothing?|NO
is it an accessory?|NO
are you an accessory?|NO
is this an accessory?|NO
is that an accessory?|NO
is the thing an accessory?|NO
accessory|NO
accessory?|NO
an accessory|NO
an accessory?|NO
is it equipment?|MAYBE
are you equipment?|MAYBE
is this equipment?|MAYBE
is that equipment?|MAYBE
is the thing equipment?|MAYBE
equipment|MAYBE
equipment?|MAYBE
do you wear it?|NO
wear it|NO
wear it?|NO
is it jewelry?|NO
are you jewelry?|NO
is this jewelry?|NO
is that jewelry?|NO
is the thing jewelry?|NO
jewelry|NO
jewelry?|NO
is it a tool?|NO
are you a tool?|NO
is this a tool?|NO
is that a tool?|NO
is the thing a tool?|NO
tool|NO
tool?|NO
a tool|NO
a tool?|NO
is it sports equipment?|NO
are you sports equipment?|NO
is this sports equipment?|NO
is that sports equipment?|NO
is the thing sports equipment?|NO
sports equipment|NO
sports equipment?|NO
do you carry it?|NO
carry it|NO
carry it?|NO
is it furniture?|YES
are you furniture?|YES
is this furniture?|YES
is that furniture?|YES
is the thing furniture?|YES
is it electronic equipment?|NO
are you electronic equipment?|NO
is this electronic equipment?|NO
is that electronic equipment?|NO
is the thing electronic equipment?|NO
electronic equipment|NO
electronic equipment?|NO
does it grow taller|NO
do you grow taller|NO
does this grow taller|NO
does that grow taller|NO
does the thing grow taller|NO
grow taller|NO
grow taller?|NO
does it age|MAYBE
do you age|MAYBE
does this age|MAYBE
does that age|MAYBE
does the thing age|MAYBE
age|MAYBE
age?|MAYBE
can it decay|YES
can you decay|YES
can this decay|YES
can that decay|YES
can the thing decay|YES
decay|YES
decay?|YES
does it change shape naturally|NO
do you change shape naturally|NO
does this change shape naturally|NO
does that change shape naturally|NO
does the thing change shape naturally|NO
change shape naturally|NO
change shape naturally?|NO
does it get worn out|YES
do you get worn out|YES
does this get worn out|YES
does that get worn out|YES
does the thing get worn out|YES
get worn out|YES
get worn out?|YES
does it reproduce|NO
do you reproduce|NO
does this reproduce|NO
does that reproduce|NO
does the thing reproduce|NO
reproduce|NO
reproduce?|NO
does it fade over time|MAYBE
do you fade over time|MAYBE
does this fade over time|MAYBE
does that fade over time|MAYBE
does the thing fade over time|MAYBE
fade over time|MAYBE
fade over time?|MAYBE
does it break down|YES
do you break down|YES
does this break down|YES
does that break down|YES
does the thing break down|YES
break down|YES
break down?|YES
does it grow bigger|NO
do you grow bigger|NO
does this grow bigger|NO
does that grow bigger|NO
does the thing grow bigger|NO
grow bigger|NO
grow bigger?|NO
does it deteriorate|YES
do you deteriorate|YES
does this deteriorate|YES
does that deteriorate|YES
does the thing deteriorate|YES
deteriorate|YES
deteriorate?|YES
does it have an owner?|MAYBE
do you have an owner?|MAYBE
does this have an owner?|MAYBE
does that have an owner?|MAYBE
does the thing have an owner?|MAYBE
have an owner|MAYBE
have an owner?|MAYBE
is it shared by many people?|MAYBE
are you shared by many people?|MAYBE
is this shared by many people?|MAYBE
is that shared by many people?|MAYBE
is the thing shared by many people?|MAYBE
shared by many people|MAYBE
shared by many people?|MAYBE
does one person own it?|MAYBE
is it public property?|MAYBE
are you public property?|MAYBE
is this public property?|MAYBE
is that public property?|MAYBE
is the thing public property?|MAYBE
public property|MAYBE
public property?|MAYBE
does a family share it?|MAYBE
is it privately owned?|MAYBE
are you privately owned?|MAYBE
is this privately owned?|MAYBE
is that privately owned?|MAYBE
is the thing privately owned?|MAYBE
privately owned|MAYBE
privately owned?|MAYBE
do multiple people use it?|MAYBE
belongs to one household?|MAYBE
is it community property?|MAYBE
are you community property?|MAYBE
is this community property?|MAYBE
is that community property?|MAYBE
is the thing community property?|MAYBE
community property|MAYBE
community property?|MAYBE
does someone possess it?|MAYBE
does it have a strong smell|NO
do you have a strong smell|NO
does this have a strong smell|NO
does that have a strong smell|NO
does the thing have a strong smell|NO
have a strong smell|NO
have a strong smell?|NO
does it smell bad|NO
do you smell bad|NO
does this smell bad|NO
does that smell bad|NO
does the thing smell bad|NO
smell bad|NO
smell bad?|NO
is it fragrant|NO
are you fragrant|NO
is this fragrant|NO
is that fragrant|NO
is the thing fragrant|NO
fragrant|NO
fragrant?|NO
does it smell like wood|MAYBE
do you smell like wood|MAYBE
does this smell like wood|MAYBE
does that smell like wood|MAYBE
does the thing smell like wood|MAYBE
smell like wood|MAYBE
smell like wood?|MAYBE
is it odorless|MAYBE
are you odorless|MAYBE
is this odorless|MAYBE
is that odorless|MAYBE
is the thing odorless|MAYBE
odorless|MAYBE
odorless?|MAYBE
does it smell new when bought|MAYBE
do you smell new when bought|MAYBE
does this smell new when bought|MAYBE
does that smell new when bought|MAYBE
does the thing smell new when bought|MAYBE
smell new when bought|MAYBE
smell new when bought?|MAYBE
does it smell like plastic|MAYBE
do you smell like plastic|MAYBE
does this smell like plastic|MAYBE
does that smell like plastic|MAYBE
does the thing smell like plastic|MAYBE
smell like plastic|MAYBE
smell like plastic?|MAYBE
can you smell it from distance|NO
smell it from distance|NO
smell it from distance?|NO
does it have chemical smell|MAYBE
do you have chemical smell|MAYBE
does this have chemical smell|MAYBE
does that have chemical smell|MAYBE
does the thing have chemical smell|MAYBE
have chemical smell|MAYBE
have chemical smell?|MAYBE
is smell noticeable when touched|NO
is it man-made|YES
are you man-made|YES
is this man-made|YES
is that man-made|YES
is the thing man-made|YES
man-made|YES
man-made?|YES
is it bigger than a car|NO
are you bigger than a car|NO
is this bigger than a car|NO
is that bigger than a car|NO
is the thing bigger than a car|NO
bigger than a car|NO
bigger than a car?|NO
do you find it indoors|YES
find it indoors|YES
find it indoors?|YES
can you sit on it|YES
is it found outdoors|MAYBE
are you found outdoors|MAYBE
is this found outdoors|MAYBE
is that found outdoors|MAYBE
is the thing found outdoors|MAYBE
found outdoors|MAYBE
found outdoors?|MAYBE
is it in living rooms|YES
are you in living rooms|YES
is this in living rooms|YES
is that in living rooms|YES
is the thing in living rooms|YES
in living rooms|YES
in living rooms?|YES
is it in bedrooms|YES
are you in bedrooms|YES
is this in bedrooms|YES
is that in bedrooms|YES
is the thing in bedrooms|YES
in bedrooms|YES
in bedrooms?|YES
is it in kitchens|YES
are you in kitchens|YES
is this in kitchens|YES
is that in kitchens|YES
is the thing in kitchens|YES
in kitchens|YES
in kitchens?|YES
is it in offices|YES
are you in offices|YES
is this in offices|YES
is that in offices|YES
is the thing in offices|YES
in offices|YES
in offices?|YES
is it on patios|MAYBE
are you on patios|MAYBE
is this on patios|MAYBE
is that on patios|MAYBE
is the thing on patios|MAYBE
on patios|MAYBE
on patios?|MAYBE
is it in gardens|MAYBE
are you in gardens|MAYBE
is this in gardens|MAYBE
is that in gardens|MAYBE
is the thing in gardens|MAYBE
in gardens|MAYBE
in gardens?|MAYBE
is it in forests|NO
are you in forests|NO
is this in forests|NO
is that in forests|NO
is the thing in forests|NO
in forests|NO
in forests?|NO
is it in houses|YES
are you in houses|YES
is this in houses|YES
is that in houses|YES
is the thing in houses|YES
in houses|YES
in houses?|YES
does it have legs?|YES
do you have legs?|YES
does this have legs?|YES
does that have legs?|YES
does the thing have legs?|YES
does it have a seat?|YES
do you have a seat?|YES
does this have a seat?|YES
does that have a seat?|YES
does the thing have a seat?|YES
have a seat|YES
have a seat?|YES
does it have a back?|MAYBE
do you have a back?|MAYBE
does this have a back?|MAYBE
does that have a back?|MAYBE
does the thing have a back?|MAYBE
have a back|MAYBE
have a back?|MAYBE
does it have arms?|MAYBE
do you have arms?|MAYBE
does this have arms?|MAYBE
does that have arms?|MAYBE
does the thing have arms?|MAYBE
have arms|MAYBE
have arms?|MAYBE
does it have screws?|MAYBE
do you have screws?|MAYBE
does this have screws?|MAYBE
does that have screws?|MAYBE
does the thing have screws?|MAYBE
have screws|MAYBE
have screws?|MAYBE
does it have cushions?|MAYBE
do you have cushions?|MAYBE
does this have cushions?|MAYBE
does that have cushions?|MAYBE
does the thing have cushions?|MAYBE
have cushions|MAYBE
have cushions?|MAYBE
does it have wheels?|MAYBE
do you have wheels?|MAYBE
does this have wheels?|MAYBE
does that have wheels?|MAYBE
does the thing have wheels?|MAYBE
have wheels|MAYBE
have wheels?|MAYBE
does it have moving parts?|MAYBE
do you have moving parts?|MAYBE
does this have moving parts?|MAYBE
does that have moving parts?|MAYBE
does the thing have moving parts?|MAYBE
have moving parts|MAYBE
have moving parts?|MAYBE
does it have fabric?|MAYBE
do you have fabric?|MAYBE
does this have fabric?|MAYBE
does that have fabric?|MAYBE
does the thing have fabric?|MAYBE
have fabric|MAYBE
have fabric?|MAYBE
does it have metal parts?|MAYBE
do you have metal parts?|MAYBE
does this have metal parts?|MAYBE
does that have metal parts?|MAYBE
does the thing have metal parts?|MAYBE
have metal parts|MAYBE
have metal parts?|MAYBE
do you use it daily|MAYBE
use it daily|MAYBE
use it daily?|MAYBE
do you touch it often|MAYBE
touch it often|MAYBE
touch it often?|MAYBE
is it in your home|MAYBE
are you in your home|MAYBE
is this in your home|MAYBE
is that in your home|MAYBE
is the thing in your home|MAYBE
in your home|MAYBE
in your home?|MAYBE
do you interact with it|YES
interact with it|YES
interact with it?|YES
is it essential for work|MAYBE
are you essential for work|MAYBE
is this essential for work|MAYBE
is that essential for work|MAYBE
is the thing essential for work|MAYBE
essential for work|MAYBE
essential for work?|MAYBE
do you move it around|MAYBE
move it around|MAYBE
move it around?|MAYBE
is it part of routine|MAYBE
are you part of routine|MAYBE
is this part of routine|MAYBE
is that part of routine|MAYBE
is the thing part of routine|MAYBE
part of routine|MAYBE
part of routine?|MAYBE
do you rely on it|MAYBE
rely on it|MAYBE
rely on it?|MAYBE
is it always accessible|MAYBE
are you always accessible|MAYBE
is this always accessible|MAYBE
is that always accessible|MAYBE
is the thing always accessible|MAYBE
always accessible|MAYBE
always accessible?|MAYBE
does it need electricity|NO
do you need electricity|NO
does this need electricity|NO
does that need electricity|NO
does the thing need electricity|NO
need electricity|NO
need electricity?|NO
does it use batteries|NO
do you use batteries|NO
does this use batteries|NO
does that use batteries|NO
does the thing use batteries|NO
use batteries|NO
use batteries?|NO
does it plug into wall|NO
do you plug into wall|NO
does this plug into wall|NO
does that plug into wall|NO
does the thing plug into wall|NO
plug into wall|NO
plug into wall?|NO
is it electronic|NO
are you electronic|NO
is this electronic|NO
is that electronic|NO
is the thing electronic|NO
electronic|NO
electronic?|NO
does it need power|NO
do you need power|NO
does this need power|NO
does that need power|NO
does the thing need power|NO
need power|NO
need power?|NO
does it have wires|NO
do you have wires|NO
does this have wires|NO
does that have wires|NO
does the thing have wires|NO
have wires|NO
have wires?|NO
is it electric powered|NO
are you electric powered|NO
is this electric powered|NO
is that electric powered|NO
is the thing electric powered|NO
electric powered|NO
electric powered?|NO
does it use energy|NO
do you use energy|NO
does this use energy|NO
does that use energy|NO
does the thing use energy|NO
use energy|NO
use energy?|NO
does it need charging|NO
do you need charging|NO
does this need charging|NO
does that need charging|NO
does the thing need charging|NO
need charging|NO
need charging?|NO
is it battery operated|NO
are you battery operated|NO
is this battery operated|NO
is that battery operated|NO
is the thing battery operated|NO
battery operated|NO
battery operated?|NO
would you give it as housewarming gift?|YES
is it expensive to give?|MAYBE
are you expensive to give?|MAYBE
is this expensive to give?|MAYBE
is that expensive to give?|MAYBE
is the thing expensive to give?|MAYBE
expensive to give|MAYBE
expensive to give?|MAYBE
would kids want it as gift?|MAYBE
is it romantic gift?|NO
are you romantic gift?|NO
is this romantic gift?|NO
is that romantic gift?|NO
is the thing romantic gift?|NO
romantic gift|NO
romantic gift?|NO
would you wrap it?|MAYBE
is it good wedding gift?|MAYBE
are you good wedding gift?|MAYBE
is this good wedding gift?|MAYBE
is that good wedding gift?|MAYBE
is the thing good wedding gift?|MAYBE
good wedding gift|MAYBE
good wedding gift?|MAYBE
would you give it to boss?|NO
is it personal gift?|NO
are you personal gift?|NO
is this personal gift?|NO
is that personal gift?|NO
is the thing personal gift?|NO
personal gift|NO
personal gift?|NO
would you give it to grandma?|MAYBE
is it thoughtful gift?|MAYBE
are you thoughtful gift?|MAYBE
is this thoughtful gift?|MAYBE
is that thoughtful gift?|MAYBE
is the thing thoughtful gift?|MAYBE
thoughtful gift|MAYBE
thoughtful gift?|MAYBE
can it be turned on?|NO
can you be turned on?|NO
can this be turned on?|NO
can that be turned on?|NO
can the thing be turned on?|NO
be turned on|NO
be turned on?|NO
does it have an on/off switch?|NO
do you have an on/off switch?|NO
does this have an on/off switch?|NO
does that have an on/off switch?|NO
does the thing have an on/off switch?|NO
have an on/off switch|NO
have an on/off switch?|NO
does it use electricity?|NO
do you use electricity?|NO
does this use electricity?|NO
does that use electricity?|NO
does the thing use electricity?|NO
use electricity|NO
use electricity?|NO
can it be powered up?|NO
can you be powered up?|NO
can this be powered up?|NO
can that be powered up?|NO
can the thing be powered up?|NO
be powered up|NO
be powered up?|NO
does it have buttons?|NO
do you have buttons?|NO
does this have buttons?|NO
does that have buttons?|NO
does the thing have buttons?|NO
have buttons|NO
have buttons?|NO
can it be activated?|NO
can you be activated?|NO
can this be activated?|NO
can that be activated?|NO
can the thing be activated?|NO
be activated|NO
be activated?|NO
does it need batteries?|NO
do you need batteries?|NO
does this need batteries?|NO
does that need batteries?|NO
does the thing need batteries?|NO
need batteries|NO
need batteries?|NO
can it be shut down?|NO
can you be shut down?|NO
can this be shut down?|NO
can that be shut down?|NO
can the thing be shut down?|NO
be shut down|NO
be shut down?|NO
does it have controls?|NO
do you have controls?|NO
does this have controls?|NO
does that have controls?|NO
does the thing have controls?|NO
have controls|NO
have controls?|NO
is it electronic?|NO
are you electronic?|NO
is this electronic?|NO
is that electronic?|NO
is the thing electronic?|NO
is it seasonal|NO
are you seasonal|NO
is this seasonal|NO
is that seasonal|NO
is the thing seasonal|NO
seasonal|NO
seasonal?|NO
used only in summer|NO
used only in winter|NO
available year-round|YES
holiday-specific item|NO
weather dependent usage|NO
used every season|YES
summer-only product|NO
constant availability|YES
temporary seasonal thing|NO
can you hold it in your hand|NO
hold it in your hand|NO
hold it in your hand?|NO
is it smaller than your palm|NO
are you smaller than your palm|NO
is this smaller than your palm|NO
is that smaller than your palm|NO
is the thing smaller than your palm|NO
smaller than your palm|NO
smaller than your palm?|NO
can you grip it with fingers|MAYBE
grip it with fingers|MAYBE
grip it with fingers?|MAYBE
is it pocket-sized|NO
are you pocket-sized|NO
is this pocket-sized|NO
is that pocket-sized|NO
is the thing pocket-sized|NO
pocket-sized|NO
pocket-sized?|NO
can you carry it easily|MAYBE
carry it easily|MAYBE
carry it easily?|MAYBE
is it handheld|NO
are you handheld|NO
is this handheld|NO
is that handheld|NO
is the thing handheld|NO
handheld|NO
handheld?|NO
can you lift it alone|YES
lift it alone|YES
lift it alone?|YES
is it bigger than a book|YES
are you bigger than a book|YES
is this bigger than a book|YES
is that bigger than a book|YES
is the thing bigger than a book|YES
bigger than a book|YES
bigger than a book?|YES
can you wrap fingers around it|MAYBE
wrap fingers around it|MAYBE
wrap fingers around it?|MAYBE
is it too big to hold|YES
are you too big to hold|YES
is this too big to hold|YES
is that too big to hold|YES
is the thing too big to hold|YES
too big to hold|YES
too big to hold?|YES
is it used year-round|YES
are you used year-round|YES
is this used year-round|YES
is that used year-round|YES
is the thing used year-round|YES
used year-round|YES
used year-round?|YES
is it only for winter|NO
are you only for winter|NO
is this only for winter|NO
is that only for winter|NO
is the thing only for winter|NO
only for winter|NO
only for winter?|NO
is it only for summer|NO
are you only for summer|NO
is this only for summer|NO
is that only for summer|NO
is the thing only for summer|NO
only for summer|NO
only for summer?|NO
is it weather dependent|NO
are you weather dependent|NO
is this weather dependent|NO
is that weather dependent|NO
is the thing weather dependent|NO
weather dependent|NO
weather dependent?|NO
is it holiday related|NO
are you holiday related|NO
is this holiday related|NO
is that holiday related|NO
is the thing holiday related|NO
holiday related|NO
holiday related?|NO
is it used daily|YES
are you used daily|YES
is this used daily|YES
is that used daily|YES
is the thing used daily|YES
used daily|YES
used daily?|YES
is it temporary|NO
are you temporary|NO
is this temporary|NO
is that temporary|NO
is the thing temporary|NO
temporary|NO
temporary?|NO
is it permanent|YES
are you permanent|YES
is this permanent|YES
is that permanent|YES
is the thing permanent|YES
permanent|YES
permanent?|YES
is it available all months|YES
are you available all months|YES
is this available all months|YES
is that available all months|YES
is the thing available all months|YES
available all months|YES
available all months?|YES
is it behind ropes?|NO
are you behind ropes?|NO
is this behind ropes?|NO
is that behind ropes?|NO
is the thing behind ropes?|NO
behind ropes|NO
behind ropes?|NO
do people sit on it?|NO
is it displayed on pedestals?|MAYBE
are you displayed on pedestals?|MAYBE
is this displayed on pedestals?|MAYBE
is that displayed on pedestals?|MAYBE
is the thing displayed on pedestals?|MAYBE
displayed on pedestals|MAYBE
displayed on pedestals?|MAYBE
is it in modern art sections?|MAYBE
are you in modern art sections?|MAYBE
is this in modern art sections?|MAYBE
is that in modern art sections?|MAYBE
is the thing in modern art sections?|MAYBE
in modern art sections|MAYBE
in modern art sections?|MAYBE
do visitors touch it?|NO
is it in furniture exhibits?|YES
are you in furniture exhibits?|YES
is this in furniture exhibits?|YES
is that in furniture exhibits?|YES
is the thing in furniture exhibits?|YES
in furniture exhibits|YES
in furniture exhibits?|YES
is it antique or historical?|MAYBE
are you antique or historical?|MAYBE
is this antique or historical?|MAYBE
is that antique or historical?|MAYBE
is the thing antique or historical?|MAYBE
antique or historical|MAYBE
antique or historical?|MAYBE
do people sit on it|YES
is it soft|MAYBE
are you soft|MAYBE
is this soft|MAYBE
is that soft|MAYBE
is the thing soft|MAYBE
soft|MAYBE
soft?|MAYBE
is it expensive|MAYBE
are you expensive|MAYBE
is this expensive|MAYBE
is that expensive|MAYBE
is the thing expensive|MAYBE
expensive|MAYBE
expensive?|MAYBE
does it have a back|MAYBE
do you have a back|MAYBE
does this have a back|MAYBE
does that have a back|MAYBE
does the thing have a back|MAYBE
does it make noise naturally|NO
do you make noise naturally|NO
does this make noise naturally|NO
does that make noise naturally|NO
does the thing make noise naturally|NO
make noise naturally|NO
make noise naturally?|NO
is it usually silent|YES
are you usually silent|YES
is this usually silent|YES
is that usually silent|YES
is the thing usually silent|YES
usually silent|YES
usually silent?|YES
does it creak when used|MAYBE
do you creak when used|MAYBE
does this creak when used|MAYBE
does that creak when used|MAYBE
does the thing creak when used|MAYBE
creak when used|MAYBE
creak when used?|MAYBE
can it make sounds|MAYBE
can you make sounds|MAYBE
can this make sounds|MAYBE
can that make sounds|MAYBE
can the thing make sounds|MAYBE
make sounds|MAYBE
make sounds?|MAYBE
is it completely soundless|NO
are you completely soundless|NO
is this completely soundless|NO
is that completely soundless|NO
is the thing completely soundless|NO
completely soundless|NO
completely soundless?|NO
does it squeak sometimes|MAYBE
do you squeak sometimes|MAYBE
does this squeak sometimes|MAYBE
does that squeak sometimes|MAYBE
does the thing squeak sometimes|MAYBE
squeak sometimes|MAYBE
squeak sometimes?|MAYBE
makes noise when moved|YES
is it always quiet|NO
are you always quiet|NO
is this always quiet|NO
is that always quiet|NO
is the thing always quiet|NO
always quiet|NO
always quiet?|NO
can it produce loud sounds|MAYBE
can you produce loud sounds|MAYBE
can this produce loud sounds|MAYBE
can that produce loud sounds|MAYBE
can the thing produce loud sounds|MAYBE
produce loud sounds|MAYBE
produce loud sounds?|MAYBE
does it rattle or shake|MAYBE
do you rattle or shake|MAYBE
does this rattle or shake|MAYBE
does that rattle or shake|MAYBE
does the thing rattle or shake|MAYBE
rattle or shake|MAYBE
rattle or shake?|MAYBE
is it food|NO
are you food|NO
is this food|NO
is that food|NO
is the thing food|NO
food|NO
food?|NO
is it a drink|NO
are you a drink|NO
is this a drink|NO
is that a drink|NO
is the thing a drink|NO
drink|NO
drink?|NO
a drink|NO
a drink?|NO
can you eat it|NO
eat it|NO
eat it?|NO
is it edible|NO
are you edible|NO
is this edible|NO
is that edible|NO
is the thing edible|NO
edible|NO
edible?|NO
do you drink it|NO
drink it|NO
drink it?|NO
is it liquid|NO
are you liquid|NO
is this liquid|NO
is that liquid|NO
is the thing liquid|NO
liquid|NO
liquid?|NO
does it go in mouth|NO
do you go in mouth|NO
does this go in mouth|NO
does that go in mouth|NO
does the thing go in mouth|NO
go in mouth|NO
go in mouth?|NO
is it consumable|NO
are you consumable|NO
is this consumable|NO
is that consumable|NO
is the thing consumable|NO
consumable|NO
consumable?|NO
do people swallow it|NO
is it served at restaurants|NO
are you served at restaurants|NO
is this served at restaurants|NO
is that served at restaurants|NO
is the thing served at restaurants|NO
served at restaurants|NO
served at restaurants?|NO
is it heavier than a person|NO
are you heavier than a person|NO
is this heavier than a person|NO
is that heavier than a person|NO
is the thing heavier than a person|NO
heavier than a person|NO
heavier than a person?|NO
does it weigh more than 100 pounds|NO
do you weigh more than 100 pounds|NO
does this weigh more than 100 pounds|NO
does that weigh more than 100 pounds|NO
does the thing weigh more than 100 pounds|NO
weigh more than 100 pounds|NO
weigh more than 100 pounds?|NO
is it lighter than a child|MAYBE
are you lighter than a child|MAYBE
is this lighter than a child|MAYBE
is that lighter than a child|MAYBE
is the thing lighter than a child|MAYBE
lighter than a child|MAYBE
lighter than a child?|MAYBE
can one person lift it easily|YES
does it weigh less than 50 pounds|YES
do you weigh less than 50 pounds|YES
does this weigh less than 50 pounds|YES
does that weigh less than 50 pounds|YES
does the thing weigh less than 50 pounds|YES
weigh less than 50 pounds|YES
weigh less than 50 pounds?|YES
is it heavier than a cat|YES
are you heavier than a cat|YES
is this heavier than a cat|YES
is that heavier than a cat|YES
is the thing heavier than a cat|YES
heavier than a cat|YES
heavier than a cat?|YES
would it break your foot if dropped|MAYBE
can you carry it upstairs alone|YES
carry it upstairs alone|YES
carry it upstairs alone?|YES
is it heavier than a book|YES
are you heavier than a book|YES
is this heavier than a book|YES
is that heavier than a book|YES
is the thing heavier than a book|YES
heavier than a book|YES
heavier than a book?|YES
does it weigh more than 20 pounds|MAYBE
do you weigh more than 20 pounds|MAYBE
